Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","505103.78135","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","515654.67147","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","541018.749769","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","555455.371487","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","533879.529188","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","547054.174236","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","639714.956069","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","591188.594777","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","601074.520919","E","Estimated value",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","686420.221558","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","706234.937371","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","726537.808338","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","694118.18638","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","687895.460903","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","695200.833086","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","725568.717468","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","721320.891462","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","741999.406006","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","813408.787222","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","818426.550206","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","898852.499014","E","Estimated value",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","175780.733796","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","183310.146378","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","133503.867182","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","91030.968761","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","93355.868978","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","112090.503817","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","130891.08669","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","153883.045525","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","156617.719786","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","199765.856765","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","160502.739236","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","175243.728226","E","Estimated value",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","2707089.726615","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","2784853.502534","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","3064708.247921","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","2927911.140917","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","2689106.5669","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","2680148.052335","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","2871340.347582","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","2851407.164908","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","2697806.592294","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","3141506.156619","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","3089072.7224","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","3263527.803496","E","Estimated value",""
